Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads,Treatment
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_20_length_12280_cov_27_948902-cat_2,0.011272876,Unassigned,Unassigned,N,lytic,621_0,NA,2686,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_133_length_4055_cov_218_105652-cat_1,0.01148682,Unassigned,Unassigned,N,lytic,713_0,Bacteroides,884,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_93_length_3220_cov_1_596185-cat_2,0.011557622,Unassigned,Unassigned,N,lytic,Outlier,NA,734,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_3_length_25594_cov_231_590097-cat_2,0.011762512,Caudovirales,Caudovirales,N,lytic,621_0,NA,5692,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_37_length_3226_cov_342_866409-cat_2,0.01186215,Unassigned,Unassigned,N,lytic,Outlier,NA,757,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_122_length_4095_cov_2_270917-cat_2,0.012151418,Unassigned,Unassigned,N,lytic,Outlier,NA,996,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_10_length_13752_cov_5_135339-cat_2,0.012389758,Unassigned,Unassigned,N,lytic,621_0,NA,3270,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_3_length_27044_cov_19_352602-cat_2,0.012438474,Caudovirales,Myoviridae,N,lytic,638_0,NA,6268,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_82_length_3442_cov_2_368929-cat_2,0.013079547,Unassigned,Unassigned,N,lytic,Outlier,NA,867,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_48_length_7437_cov_1_999316-cat_2,0.013098913,Unassigned,Unassigned,N,lytic,638_0,NA,1799,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_16_length_19540_cov_3_620667-cat_1,0.013375201,Caudovirales,Myoviridae,N,lytic,638_0,NA,4850,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_18_length_4114_cov_400_506647-cat_2,0.013806227,Unassigned,Unassigned,N,lytic,Outlier,NA,1092,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_51_length_6484_cov_389_177442-circular-cat_1,0.01386717,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,1680,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_72_length_15412_cov_6_936212-cat_2,0.014292922,Caudovirales,Myoviridae,N,lytic,638_0,NA,4245,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_50_length_4007_cov_2_326289-cat_2,0.014322265,Unassigned,Unassigned,N,lytic,Outlier,NA,1129,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_180_length_4899_cov_3_135373-cat_2,0.01434325,Unassigned,Unassigned,N,lytic,Outlier,NA,1349,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_23_length_8236_cov_2_741768-cat_2,0.01483929,Unassigned,Unassigned,N,lytic,Outlier,NA,2344,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_328_length_3190_cov_2_754816-cat_2,0.015174234,Unassigned,Unassigned,N,lytic,824_0,NA,926,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_15_length_12476_cov_10_398980-cat_1,0.015276388,Caudovirales,Myoviridae,N,lytic,638_0,NA,3647,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_51_length_3268_cov_45_120981-cat_2,0.015551655,Unassigned,Unassigned,N,lytic,824_0,NA,979,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_72_length_3862_cov_1_610710-cat_2,0.016051741,Unassigned,Unassigned,N,lytic,Outlier,NA,1127,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_40_length_9637_cov_2_150578-cat_2,0.01622566,Caudovirales,Myoviridae,N,lytic,618_0,NA,2939,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_34_length_7153_cov_3_324082-cat_2,0.016265537,Unassigned,Unassigned,N,lytic,Outlier,NA,2222,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_5_length_33239_cov_20_409972-cat_1,0.018074077,Caudovirales,Siphoviridae,N,lysogenic,230_0,Oscillibacter,13570,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_93_length_3062_cov_2_635094-cat_2,0.019429399,Unassigned,Unassigned,N,lytic,824_0,NA,1116,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_10_25],VIRSorter_NODE_135_length_3371_cov_1_696979-cat_2,0.023467915,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,1433,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_127_length_4142_cov_2_984807-cat_2,0.000736415,Unassigned,Unassigned,N,lytic,Outlier,Bacteroides,32,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_15_length_10752_cov_6_481788-cat_2,0.000762966,Unassigned,Unassigned,N,lysogenic,Outlier,NA,79,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_90_length_6821_cov_4_030326-cat_1,0.000864573,Caudovirales,Podoviridae,N,lytic,Outlier,Salmonella,62,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_140_length_5977_cov_3_427521-cat_2,0.000969528,Unassigned,Unassigned,N,lysogenic,562_0,NA,64,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_28_length_3382_cov_44_807373-cat_2,0.000991343,Unassigned,Unassigned,N,lysogenic,800_0,NA,35,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_202_length_3310_cov_5_382658-cat_2,0.000993067,Caudovirales,Siphoviridae,N,lytic,767_0,NA,30,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_106_length_6124_cov_3_085876-cat_2,0.001051039,Caudovirales,Siphoviridae,N,lytic,607_0,NA,62,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_27_length_5683_cov_1_823254-cat_2,0.001069546,Unassigned,Unassigned,N,lysogenic,Outlier,NA,60,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_234_length_3260_cov_2_893712-cat_2,0.00110981,Unassigned,Unassigned,N,lytic,Outlier,NA,39,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_73_length_3927_cov_1_386053-cat_2,0.001112102,Unassigned,Unassigned,N,lytic,Outlier,Alistipes,48,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_105_length_6308_cov_4_328426-cat_2,0.001147109,Caudovirales,Siphoviridae,N,lytic,479_0,Coprobacillus,70,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_27_length_6520_cov_11_414829-cat_2,0.001167545,Unassigned,Unassigned,N,lysogenic,562_0,NA,72,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_25_length_11325_cov_3_574835-cat_2,0.001214866,Unassigned,Unassigned,N,lysogenic,Outlier,NA,135,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_22_length_3330_cov_2_543553-cat_2,0.001253405,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,39,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_129_length_4901_cov_4_645187-cat_1,0.001254128,Unassigned,Unassigned,N,lytic,Outlier,NA,67,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_57_length_9630_cov_8_810270-cat_2,0.001262567,Caudovirales,Caudovirales,N,lytic,322_0,Bacteroides,114,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_19_length_13278_cov_5_966238-cat_2,0.001288328,Caudovirales,Siphoviridae,N,lysogenic,562_0,NA,184,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_86_length_6849_cov_4_616334-cat_2,0.001331684,Caudovirales,Caudovirales,N,lytic,617_0,Clostridium,83,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_42_length_3893_cov_2_566649-cat_2,0.001335791,Unassigned,Unassigned,N,lytic,553_0,NA,50,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_40_length_4319_cov_3_704437-cat_2,0.001342913,Unassigned,Unassigned,N,lysogenic,Outlier,NA,54,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_31_length_3918_cov_2_328146-cat_2,0.001377286,Unassigned,Unassigned,N,lysogenic,Outlier,NA,52,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_46_length_7304_cov_2_943430-cat_2,0.001396049,Unassigned,Unassigned,N,lytic,608_0,NA,117,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_23_length_3118_cov_1_580586-cat_2,0.001397167,Caudovirales,Myoviridae,N,lytic,Outlier,NA,53,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_236_length_3094_cov_1_469161-cat_2,0.001398311,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,45,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_16_length_4196_cov_1_807815-cat_1,0.001419248,Caudovirales,Caudovirales,N,lytic,416_0,NA,73,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_13_length_14360_cov_7_350242-cat_3,0.001441871,Unassigned,Unassigned,N,lytic,673_0,NA,201,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_215_length_3319_cov_2_511278-cat_2,0.00144934,no_order_Microviridae,Microviridae,N,lytic,757_0,NA,48,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_88_length_4556_cov_115_273199-cat_2,0.001452375,Unassigned,Unassigned,N,lytic,Outlier,NA,67,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_203_length_3290_cov_2_498261-cat_2,0.001452999,Unassigned,Unassigned,N,lytic,Outlier,NA,56,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_42_length_10802_cov_7_507822-cat_2,0.001454342,Caudovirales,Caudovirales,N,lytic,322_0,Bacteroides,144,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_139_length_4986_cov_3_054744-cat_2,0.001456234,Caudovirales,Caudovirales,N,lytic,797_0,NA,66,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_20_length_9981_cov_9_000304-cat_1,0.001469996,Unassigned,Unassigned,N,lytic,Outlier,NA,147,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_148_length_4712_cov_5_620169-cat_2,0.001473974,Unassigned,Unassigned,N,lytic,Outlier,NA,77,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_122_length_5645_cov_3_213964-cat_2,0.001497185,Caudovirales,Siphoviridae,N,lytic,768_0,NA,85,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_75_length_5220_cov_1_848812-cat_2,0.001498035,Caudovirales,Siphoviridae,N,lytic,Outlier,Alistipes,79,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_5_length_28185_cov_11_124029-cat_1,0.001506703,Caudovirales,Siphoviridae,N,lysogenic,Overlap,Bacteroides,413,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_115_length_3288_cov_1_874407-cat_1,0.001512856,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,58,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_9_length_10877_cov_3_240930-cat_3,0.001522657,Unassigned,Unassigned,N,lytic,673_0,NA,162,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_198_length_3573_cov_2_923389-cat_2,0.001523297,Unassigned,Unassigned,N,lytic,812_0,NA,56,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_69_length_4035_cov_2_157369-cat_2,0.001533287,Unassigned,Unassigned,N,lytic,Outlier,NA,61,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_72_length_4346_cov_2_106897-cat_2,0.001535642,Caudovirales,Siphoviridae,N,lytic,768_0,NA,63,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_26_length_7685_cov_3_043001-cat_2,0.001541337,Caudovirales,Caudovirales,N,lytic,322_0,Bacteroides,112,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_137_length_5419_cov_2_643613-cat_2,0.001559529,Caudovirales,Podoviridae,N,lytic,Outlier,NA,83,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_78_length_4447_cov_2_631019-cat_2,0.00158518,Unassigned,Unassigned,N,lytic,Outlier,NA,65,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_24_length_10614_cov_5_156766-cat_3,0.001608957,Unassigned,Unassigned,N,lytic,673_0,NA,161,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_117_length_5148_cov_6_316670-cat_2,0.001609484,Caudovirales,Podoviridae,N,lytic,252_0,Escherichia,84,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_67_length_4152_cov_3_087453-cat_2,0.001615987,Caudovirales,Caudovirales,N,lytic,Outlier,NA,68,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_27_length_7173_cov_2_025688-cat_2,0.001620863,Caudovirales,Siphoviridae,N,lytic,767_0,NA,121,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_167_length_4155_cov_9_221392-cat_2,0.001621416,Unassigned,Unassigned,N,lytic,Outlier,NA,65,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_17_length_3788_cov_1_910134-cat_2,0.001627124,Caudovirales,Caudovirales,N,lytic,257_0,NA,64,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_169_length_3898_cov_2_145320-cat_2,0.001635727,Unassigned,Unassigned,N,lytic,797_0,NA,55,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_11_length_57290_cov_70_281388-circular-cat_1,0.001637876,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,951,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_20_length_7329_cov_3_787976-cat_1,0.001662136,Caudovirales,Caudovirales,N,lytic,Outlier,Clostridium,113,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_147_length_4560_cov_1_731784-cat_2,0.001663034,Unassigned,Unassigned,N,lytic,812_0,NA,78,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_169_length_4139_cov_2_137836-cat_2,0.001663163,Unassigned,Unassigned,N,lytic,Outlier,NA,71,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_164_length_4242_cov_14_724651-cat_1,0.001683483,Unassigned,Unassigned,N,lytic,759_0,NA,73,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_79_length_7690_cov_17_183790-cat_2,0.001687456,Unassigned,Unassigned,N,lytic,552_0,NA,119,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_116_length_4640_cov_3_411700-cat_2,0.00170011,Caudovirales,Caudovirales,N,lysogenic,Outlier,Bacteroides,76,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_54_length_9427_cov_16_961935-cat_1,0.001703932,Caudovirales,Siphoviridae,N,lytic,526_0,NA,184,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_23_length_8370_cov_3_586194-cat_2,0.001706042,Unassigned,Unassigned,N,lysogenic,562_0,NA,138,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_54_length_10051_cov_6_369811-cat_2,0.001716367,Unassigned,Unassigned,N,lysogenic,562_0,NA,190,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_24_length_11128_cov_6_902736-cat_2,0.001733515,Caudovirales,Podoviridae,N,lysogenic,654_0,Bacteroides,189,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_46_length_11537_cov_3_727169-cat_2,0.001740185,Caudovirales,Siphoviridae,N,lytic,617_0,Clostridium,186,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_109_length_5978_cov_2_998975-cat_2,0.001744807,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,93,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_137_length_3715_cov_2_538740-cat_2,0.001750821,Caudovirales,Siphoviridae,N,lysogenic,793_0,Bifidobacterium,72,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_216_length_3107_cov_1_787248-cat_2,0.001752433,Unassigned,Unassigned,N,lytic,793_0,Bifidobacterium,59,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_8_length_6248_cov_3_166639-cat_2,0.001762594,Caudovirales,Myoviridae,N,lytic,257_0,NA,126,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_1_length_57294_cov_124_944741-circular-cat_1,0.001767648,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,1043,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_57_length_3772_cov_1_460082-cat_2,0.001775495,Caudovirales,Caudovirales,N,lytic,Outlier,NA,74,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_68_length_12165_cov_5_830204-cat_3,0.001817353,Unassigned,Unassigned,N,lytic,673_0,NA,219,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_73_length_7570_cov_8_283085-cat_2,0.001839889,Unassigned,Unassigned,N,lytic,Outlier,NA,134,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_43_length_6291_cov_2_916613-cat_2,0.001866685,Caudovirales,Caudovirales,N,lysogenic,654_0,Bacteroides,116,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_16_length_7999_cov_2_435595-cat_2,0.001868882,Caudovirales,Caudovirales,N,lysogenic,654_0,Bacteroides,161,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_116_length_4481_cov_4_485677-cat_2,0.001887945,Caudovirales,Myoviridae,N,lytic,257_0,NA,88,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_15_length_12588_cov_57_790547-cat_2,0.001897712,Caudovirales,Siphoviridae,N,lytic,529_0,Alistipes,239,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_173_length_3840_cov_16_823054-cat_3,0.001901197,Unassigned,Unassigned,N,lytic,Outlier,NA,71,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_20_length_3432_cov_2_403631-cat_2,0.001907848,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,67,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_143_length_4732_cov_18_712921-cat_2,0.001937724,Unassigned,Unassigned,N,lytic,Outlier,Alistipes,94,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_15_length_5055_cov_2_687703-cat_2,0.001953432,Unassigned,Unassigned,N,lytic,Outlier,NA,105,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_107_length_6276_cov_4_140511-cat_2,0.001953453,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,109,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_29_length_6942_cov_50_603962-cat_1,0.001959332,Caudovirales,Siphoviridae,N,lytic,526_0,NA,138,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_7_length_22619_cov_5_327139-cat_2,0.001969411,Caudovirales,Podoviridae,N,lysogenic,Overlap,Salmonella,443,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_20_length_14305_cov_6_552052-cat_1,0.002003132,Caudovirales,Siphoviridae,N,lytic,526_0,Alistipes,299,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_38_length_12852_cov_3_429312-cat_1,0.002006948,Caudovirales,Siphoviridae,N,lytic,526_0,Bacteroides,269,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_72_length_3165_cov_2_060566-cat_2,0.002012267,Unassigned,Unassigned,N,lytic,Outlier,NA,70,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_13_length_23288_cov_4_381935-cat_1,0.002024652,Caudovirales,Siphoviridae,N,lytic,529_0,Alistipes,459,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_50_length_3112_cov_1_802680-cat_2,0.002039227,Caudovirales,Caudovirales,N,lytic,Outlier,Clostridium,66,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_3_length_57227_cov_15_151051-cat_1,0.002042923,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,1180,Healthy_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__2-1_11_02],VIRSorter_NODE_243_length_4000_cov_4_289698-cat_2,0.002044906,Unassigned,Unassigned,N,lysogenic,Outlier,Bacteroides,79,Healthy_Phage
